Restoring modules from user's fosscuda111, for system: "farnam-rhel7"
/home/vs428/project/MedMentions/full/pretraining5/entity_vocab.jsonl
Some weights of the model checkpoint at microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract were not used when initializing BertModel: ['cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.dense.bias', 'cls.predictions.transform.dense.weight', 'cls.predictions.decoder.bias']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
0
<torch.cuda.device object at 0x2b8b91445b20>
1
GeForce GTX 1080 Ti
[1,     5] train loss: 0.998
[1,    10] train loss: 0.987
[1,    15] train loss: 0.976
[1,    20] train loss: 0.964
[1,    25] train loss: 0.947
[1,    30] train loss: 0.946
[1,    35] train loss: 0.934
[1,    40] train loss: 0.940
[1,    45] train loss: 0.923
[1,    50] train loss: 0.921
[1,    55] train loss: 0.912
[1,    60] train loss: 0.905
[1,    65] train loss: 0.900
[1,    70] train loss: 0.911
[1,    75] train loss: 0.894
[1,    80] train loss: 0.890
[1,    85] train loss: 0.896
[1,    90] train loss: 0.874
[1,    95] train loss: 0.877
[1,   100] train loss: 0.869
[1,   105] train loss: 0.868
[1,   110] train loss: 0.850
[1,   115] train loss: 0.854
[1,   120] train loss: 0.862
[1,   125] train loss: 0.835
[1,   130] train loss: 0.842
[1,   135] train loss: 0.844
[1,   140] train loss: 0.823
[1,   145] train loss: 0.834
[1,   150] train loss: 0.835
[1,   155] train loss: 0.822
[1,   160] train loss: 0.808
[1,   165] train loss: 0.815
[1,   170] train loss: 0.807
[1,   175] train loss: 0.804
[1,   180] train loss: 0.795
[1,   185] train loss: 0.806
[1,   190] train loss: 0.807
[1,   195] train loss: 0.796
[1,   200] train loss: 0.791
[1,   205] train loss: 0.802
[1,   210] train loss: 0.793
[1,   215] train loss: 0.815
[1,   220] train loss: 0.794
[1,   225] train loss: 0.787
[1,   230] train loss: 0.775
[1,   235] train loss: 0.789
[1,   240] train loss: 0.781
