Restoring modules from user's fosscuda111, for system: "farnam-rhel7"
/home/vs428/project/MedMentions/full/pretraining3/entity_vocab.jsonl
Some weights of the model checkpoint at microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract were not used when initializing BertModel: ['cls.predictions.decoder.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.seq_relationship.bias', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
0
<torch.cuda.device object at 0x2aee59491dc0>
1
GeForce GTX 1080 Ti
[1,     5] train loss: 1.006
[1,    10] train loss: 0.988
[1,    15] train loss: 0.990
[1,    20] train loss: 0.977
[1,    25] train loss: 0.983
[1,    30] train loss: 0.977
[1,    35] train loss: 0.974
[1,    40] train loss: 0.978
[1,    45] train loss: 0.977
[1,    50] train loss: 0.980
[1,    55] train loss: 0.967
[1,    60] train loss: 0.972
[1,    65] train loss: 0.973
[1,    70] train loss: 0.971
[1,    75] train loss: 0.973
[1,    80] train loss: 0.973
[1,    85] train loss: 0.974
[1,    90] train loss: 0.977
[1,    95] train loss: 0.975
[1,   100] train loss: 0.972
[1,   105] train loss: 0.973
[1,   110] train loss: 0.970
[1,   115] train loss: 0.973
[1,   120] train loss: 0.975
[1,   125] train loss: 0.975
[1,   130] train loss: 0.972
[1,   135] train loss: 0.976
[1,   140] train loss: 0.976
[1,   145] train loss: 0.970
[1,   150] train loss: 0.965
[1,   155] train loss: 0.973
[1,   160] train loss: 0.971
[1,   165] train loss: 0.970
[1,   170] train loss: 0.969
[1,   175] train loss: 0.965
[1,   180] train loss: 0.972
[1,   185] train loss: 0.968
[1,   190] train loss: 0.972
[1,   195] train loss: 0.975
[1,   200] train loss: 0.978
[1,   205] train loss: 0.976
[1,   210] train loss: 0.964
[1,   215] train loss: 0.975
[1,   220] train loss: 0.964
[1,   225] train loss: 0.965
[1,   230] train loss: 0.972
[1,   235] train loss: 0.962
[1,   240] train loss: 0.967
[1,   245] train loss: 0.959
[1,   250] train loss: 0.963
[1,   255] train loss: 0.966
[1,   260] train loss: 0.974
[1,   265] train loss: 0.973
[1,   270] train loss: 0.976
[1,   275] train loss: 0.970
[1,   280] train loss: 0.966
[1,   285] train loss: 0.964
[1,   290] train loss: 0.973
[1,   295] train loss: 0.971
[1,   300] train loss: 0.973
[1,   305] train loss: 0.971
[1,   310] train loss: 0.967
[1,   315] train loss: 0.976
[1,   320] train loss: 0.973
[1,   325] train loss: 0.976
[1,   330] train loss: 0.959
Finished Training
[1,     5] test loss: 0.967
[1,    10] test loss: 0.967
[1,    15] test loss: 0.974
[1,    20] test loss: 0.967
[1,    25] test loss: 0.973
[1,    30] test loss: 0.965
[1,    35] test loss: 0.969
[1,    40] test loss: 0.976
[1,    45] test loss: 0.967
[1,    50] test loss: 0.965
[1,    55] test loss: 0.974
[1,    60] test loss: 0.965
[1,    65] test loss: 0.973
[1,    70] test loss: 0.976
[1,    75] test loss: 0.977
[1,    80] test loss: 0.976
[1,    85] test loss: 0.973
[1,    90] test loss: 0.977
[1,    95] test loss: 0.967
[1,   100] test loss: 0.978
[1,   105] test loss: 0.975
[1,   110] test loss: 0.968
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   0 | time: 107.92s | valid loss  0.98 | valid ppl     2.67
-----------------------------------------------------------------------------------------
[2,     5] train loss: 0.962
[2,    10] train loss: 0.965
[2,    15] train loss: 0.978
[2,    20] train loss: 0.972
[2,    25] train loss: 0.969
[2,    30] train loss: 0.977
[2,    35] train loss: 0.965
[2,    40] train loss: 0.964
[2,    45] train loss: 0.978
[2,    50] train loss: 0.967
[2,    55] train loss: 0.962
[2,    60] train loss: 0.970
[2,    65] train loss: 0.964
[2,    70] train loss: 0.972
[2,    75] train loss: 0.961
[2,    80] train loss: 0.974
[2,    85] train loss: 0.970
[2,    90] train loss: 0.972
[2,    95] train loss: 0.969
[2,   100] train loss: 0.959
[2,   105] train loss: 0.976
[2,   110] train loss: 0.973
[2,   115] train loss: 0.976
[2,   120] train loss: 0.968
[2,   125] train loss: 0.977
[2,   130] train loss: 0.964
[2,   135] train loss: 0.975
[2,   140] train loss: 0.970
[2,   145] train loss: 0.971
[2,   150] train loss: 0.970
[2,   155] train loss: 0.975
[2,   160] train loss: 0.971
[2,   165] train loss: 0.970
[2,   170] train loss: 0.970
[2,   175] train loss: 0.968
[2,   180] train loss: 0.971
[2,   185] train loss: 0.967
[2,   190] train loss: 0.970
[2,   195] train loss: 0.971
[2,   200] train loss: 0.973
[2,   205] train loss: 0.969
[2,   210] train loss: 0.968
[2,   215] train loss: 0.974
[2,   220] train loss: 0.968
[2,   225] train loss: 0.973
[2,   230] train loss: 0.972
[2,   235] train loss: 0.963
[2,   240] train loss: 0.967
[2,   245] train loss: 0.970
[2,   250] train loss: 0.969
[2,   255] train loss: 0.972
[2,   260] train loss: 0.976
[2,   265] train loss: 0.972
[2,   270] train loss: 0.968
[2,   275] train loss: 0.967
[2,   280] train loss: 0.977
[2,   285] train loss: 0.975
[2,   290] train loss: 0.970
[2,   295] train loss: 0.971
[2,   300] train loss: 0.970
[2,   305] train loss: 0.968
[2,   310] train loss: 0.966
[2,   315] train loss: 0.973
[2,   320] train loss: 0.970
[2,   325] train loss: 0.974
[2,   330] train loss: 0.973
Finished Training
[2,     5] test loss: 0.969
[2,    10] test loss: 0.966
[2,    15] test loss: 0.971
[2,    20] test loss: 0.968
[2,    25] test loss: 0.964
[2,    30] test loss: 0.979
[2,    35] test loss: 0.968
[2,    40] test loss: 0.974
[2,    45] test loss: 0.970
[2,    50] test loss: 0.972
[2,    55] test loss: 0.975
[2,    60] test loss: 0.973
[2,    65] test loss: 0.969
[2,    70] test loss: 0.964
[2,    75] test loss: 0.968
[2,    80] test loss: 0.971
[2,    85] test loss: 0.975
[2,    90] test loss: 0.972
[2,    95] test loss: 0.973
[2,   100] test loss: 0.969
[2,   105] test loss: 0.977
[2,   110] test loss: 0.975
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 108.11s | valid loss  0.98 | valid ppl     2.66
-----------------------------------------------------------------------------------------
[3,     5] train loss: 0.969
[3,    10] train loss: 0.966
[3,    15] train loss: 0.972
[3,    20] train loss: 0.962
[3,    25] train loss: 0.975
[3,    30] train loss: 0.971
[3,    35] train loss: 0.965
[3,    40] train loss: 0.975
[3,    45] train loss: 0.969
[3,    50] train loss: 0.976
[3,    55] train loss: 0.972
[3,    60] train loss: 0.973
[3,    65] train loss: 0.974
[3,    70] train loss: 0.972
[3,    75] train loss: 0.966
[3,    80] train loss: 0.969
[3,    85] train loss: 0.976
[3,    90] train loss: 0.972
[3,    95] train loss: 0.965
[3,   100] train loss: 0.972
[3,   105] train loss: 0.964
[3,   110] train loss: 0.966
[3,   115] train loss: 0.967
[3,   120] train loss: 0.969
[3,   125] train loss: 0.973
[3,   130] train loss: 0.977
[3,   135] train loss: 0.963
[3,   140] train loss: 0.973
[3,   145] train loss: 0.973
[3,   150] train loss: 0.972
[3,   155] train loss: 0.968
[3,   160] train loss: 0.973
[3,   165] train loss: 0.967
[3,   170] train loss: 0.964
[3,   175] train loss: 0.969
[3,   180] train loss: 0.966
[3,   185] train loss: 0.968
[3,   190] train loss: 0.971
[3,   195] train loss: 0.972
[3,   200] train loss: 0.967
[3,   205] train loss: 0.971
[3,   210] train loss: 0.974
[3,   215] train loss: 0.967
[3,   220] train loss: 0.965
[3,   225] train loss: 0.970
[3,   230] train loss: 0.974
[3,   235] train loss: 0.976
[3,   240] train loss: 0.970
[3,   245] train loss: 0.971
[3,   250] train loss: 0.964
[3,   255] train loss: 0.967
[3,   260] train loss: 0.974
[3,   265] train loss: 0.962
[3,   270] train loss: 0.973
[3,   275] train loss: 0.968
[3,   280] train loss: 0.975
[3,   285] train loss: 0.968
[3,   290] train loss: 0.963
[3,   295] train loss: 0.972
[3,   300] train loss: 0.972
[3,   305] train loss: 0.962
[3,   310] train loss: 0.969
[3,   315] train loss: 0.971
[3,   320] train loss: 0.973
[3,   325] train loss: 0.971
[3,   330] train loss: 0.972
Finished Training
[3,     5] test loss: 0.968
[3,    10] test loss: 0.962
[3,    15] test loss: 0.968
[3,    20] test loss: 0.971
[3,    25] test loss: 0.976
[3,    30] test loss: 0.972
[3,    35] test loss: 0.971
[3,    40] test loss: 0.972
[3,    45] test loss: 0.973
[3,    50] test loss: 0.972
[3,    55] test loss: 0.977
[3,    60] test loss: 0.970
[3,    65] test loss: 0.971
[3,    70] test loss: 0.977
[3,    75] test loss: 0.969
[3,    80] test loss: 0.974
[3,    85] test loss: 0.971
[3,    90] test loss: 0.972
[3,    95] test loss: 0.968
[3,   100] test loss: 0.968
[3,   105] test loss: 0.969
[3,   110] test loss: 0.969
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 108.02s | valid loss  0.98 | valid ppl     2.66
-----------------------------------------------------------------------------------------
[4,     5] train loss: 0.974
[4,    10] train loss: 0.970
[4,    15] train loss: 0.966
[4,    20] train loss: 0.973
[4,    25] train loss: 0.970
[4,    30] train loss: 0.970
[4,    35] train loss: 0.980
[4,    40] train loss: 0.977
[4,    45] train loss: 0.969
[4,    50] train loss: 0.973
[4,    55] train loss: 0.971
[4,    60] train loss: 0.977
[4,    65] train loss: 0.966
[4,    70] train loss: 0.971
[4,    75] train loss: 0.968
[4,    80] train loss: 0.968
[4,    85] train loss: 0.963
[4,    90] train loss: 0.964
[4,    95] train loss: 0.971
[4,   100] train loss: 0.968
[4,   105] train loss: 0.969
[4,   110] train loss: 0.974
[4,   115] train loss: 0.973
[4,   120] train loss: 0.968
[4,   125] train loss: 0.969
[4,   130] train loss: 0.965
[4,   135] train loss: 0.963
[4,   140] train loss: 0.965
[4,   145] train loss: 0.973
[4,   150] train loss: 0.966
[4,   155] train loss: 0.969
[4,   160] train loss: 0.969
[4,   165] train loss: 0.971
[4,   170] train loss: 0.965
[4,   175] train loss: 0.966
[4,   180] train loss: 0.967
[4,   185] train loss: 0.971
[4,   190] train loss: 0.971
[4,   195] train loss: 0.970
[4,   200] train loss: 0.979
[4,   205] train loss: 0.974
[4,   210] train loss: 0.969
[4,   215] train loss: 0.967
[4,   220] train loss: 0.970
[4,   225] train loss: 0.961
[4,   230] train loss: 0.971
[4,   235] train loss: 0.971
[4,   240] train loss: 0.964
[4,   245] train loss: 0.971
[4,   250] train loss: 0.971
[4,   255] train loss: 0.970
[4,   260] train loss: 0.967
[4,   265] train loss: 0.968
[4,   270] train loss: 0.963
[4,   275] train loss: 0.963
[4,   280] train loss: 0.964
[4,   285] train loss: 0.970
[4,   290] train loss: 0.972
[4,   295] train loss: 0.971
[4,   300] train loss: 0.977
[4,   305] train loss: 0.971
[4,   310] train loss: 0.974
[4,   315] train loss: 0.975
[4,   320] train loss: 0.975
[4,   325] train loss: 0.970
[4,   330] train loss: 0.970
Finished Training
[4,     5] test loss: 0.970
[4,    10] test loss: 0.981
[4,    15] test loss: 0.971
[4,    20] test loss: 0.974
[4,    25] test loss: 0.971
[4,    30] test loss: 0.966
[4,    35] test loss: 0.971
[4,    40] test loss: 0.974
[4,    45] test loss: 0.969
[4,    50] test loss: 0.969
[4,    55] test loss: 0.979
[4,    60] test loss: 0.969
[4,    65] test loss: 0.970
[4,    70] test loss: 0.967
[4,    75] test loss: 0.969
[4,    80] test loss: 0.969
[4,    85] test loss: 0.974
[4,    90] test loss: 0.969
[4,    95] test loss: 0.968
[4,   100] test loss: 0.977
[4,   105] test loss: 0.972
[4,   110] test loss: 0.962
-----------------------------------------------------------------------------------------
Micro-Precision: nan, Macro-Precision: nan

Micro-Recall: 0.0, Macro-Recall: nan

Micro-F1: 0.0, Macro-F1: nan

-----------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 108.12s | valid loss  0.98 | valid ppl     2.66
-----------------------------------------------------------------------------------------
